a0423 com01,"laboratorio interdisciplinario 
"
a0643 com01,"laboratorio interdisciplinario (temas de generos.
desigualdades, disidencias y derechos) "
a0643 com02,"laboratorio interdisciplinario (temas de generos.
desigualdades, disidencias y derechos) "
a0643 com03,"laboratorio interdisciplinario (temas de generos.
desigualdades, disidencias y derechos) "
a0722 com01,"laboratorio interdisciplinario de capacidades
emprendedoras "
a0722 com02,"laboratorio interdisciplinario de capacidades
emprendedoras "
a0722 com03,"laboratorio interdisciplinario de capacidades
emprendedoras "
a0722 com04,"laboratorio interdisciplinario de capacidades
emprendedoras "
a0209 com01,laboratorio para la escuela secundaria 
a0210 com01,las bases de la vida y su evolucion 
a0475 com01,"lenguaje, comunicacion y cultura "
a0475 com02,"lenguaje, comunicacion y cultura "
a0475 com03,"lenguaje, comunicacion y cultura "
a0475 com04,"lenguaje, comunicacion y cultura "
a0475 com05,"lenguaje, comunicacion y cultura "
a0475 com06,"lenguaje, comunicacion y cultura "
a0475 com07,"lenguaje, comunicacion y cultura "
a0477 com01,"lenguaje, comunicacion y cultura escrita "
a0477 com02,"lenguaje, comunicacion y cultura escrita "
a0477 com03,"lenguaje, comunicacion y cultura escrita "
a0486 com01,literatura argentina: narrativa 
a0486 com02,literatura argentina: narrativa 
a0215 com01,literatura ii 
a0487 com01,literatura latinoamericana 
a0487 com02,literatura latinoamericana 
a0216 com01,logica y argumentacion 
a0446 com01,logica y teoria de numeros 
a0446 com02,logica y teoria de numeros 
a0446 com03,logica y teoria de numeros 
a0446 com04,logica y teoria de numeros 
a0446 com05,logica y teoria de numeros 
a0446 com06,logica y teoria de numeros 
a0446 com07,logica y teoria de numeros 
a0218 com01,los organismos en funcionamiento 
a0223 com01,matematica aplicada 
a0223 com02,matematica aplicada 
a0234 com01,matematica discreta 
a0234 com02,matematica discreta 
a0234 com03,matematica discreta 
a0234 com04,matematica discreta 
a0001 com01,matematica general 
a0001 com02,matematica general 
a0001 com03,matematica general 
a0001 com04,matematica general 
a0001 com05,matematica general 
a0225 com01,matematica para economistas i 
a0225 com02,matematica para economistas i 
a0225 com03,matematica para economistas i 
a0225 com04,matematica para economistas i 
a0225 com05,matematica para economistas i 
a0225 com06,matematica para economistas i 
a0226 com01,matematica para economistas ii 
a0226 com02,matematica para economistas ii 
a0227 com01,matematica para economistas iii 
a0227 com02,matematica para economistas iii 
a0228 com01,mecanica de los fluidos 
a0228 com02,mecanica de los fluidos 
a0229 com01,mecanica elemental 
a0229 com02,mecanica elemental 
a0230 com01,mecanica lagrangiana 
a0231 com01,mecanica racional 
a0239 com01,mediciones electricas y electronicas 
a0664 com01,medios de representacion 
a0664 com02,medios de representacion 
a0664 com04,medios de representacion 
a0664 com05,medios de representacion 
a0664 com06,medios de representacion 
a0236 com01,memoria de la licenciatura  
a0237 com01,metafisica 
a0238 com01,metodologia de la investigacion cualitativa 
a0238 com02,metodologia de la investigacion cualitativa 
a0242 com01,"metodologia de la investigacion cualitativa. cultura y
comunicacion "
a0447 com01,metodologia de la programacion 
a0500 com01,metodos y tecnicas de analisis territorial 
a0448 com01,microcontroladores 
a0244 com01,microeconomia 
a0535 com01,modelado y optimizacion 
a0246 com01,museos y curaduria 
a0493 com01,narrativa de los siglos xx y xxi 
a0561 com01,operaciones unitarias ii 
a0726 com01,operaciones unitarias ii  
a0562 com01,operaciones unitarias iii 
a0248 com01,optica y ondas 
a0565 com01,optimizacion y simulacion de procesos 
a0249 com01,organizacion de la produccion e innovacion 
a0251 com01,organizacion de la produccion ii 
a0253 com01,"organizacion de la produccion y gestion de la calidad
"
a0449 com01,organizacion del computador 
a0449 com02,organizacion del computador 
a0449 com03,organizacion del computador 
a0449 com04,organizacion del computador 
a0449 com05,organizacion del computador 
