comunicacion institucional  a0044 com01,"dia: martes | horario: 18:00 a 19:59 | docentes: bornio maximiliano bautista, gullino pablo francisco | aula: aula 7122 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
 | dia: martes | horario: 20:00 a 22:00 | docentes: bornio maximiliano bautista, gullino pablo francisco | aula: aula 7122 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
comunicacion mediatica  a0046 com01,"dia: lunes | horario: 18:00 a 22:00 | docentes: antonelli romina anahi, vazquez cecilia | aula: aula 3022 | edificacion: moduloiii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
control automatico  a0048 com01,"dia: martes | horario: 18:00 a 22:00 | docentes: nitti alejandro leonardo, torres julian | aula: lab ing 3012 | edificacion: modulo iii d (labing) | compartido con: a0048 com-01 | a0672 com-01 | tipo de clase: teorico/practico | instancia: regularidad
"
control de maquinas electricas  a0410 com01,"dia: martes | horario: 18:00 a 22:00 | docentes: agotegaray juan carlos, bressan horacio jorge | aula: lab auto 4 | edificacion: modulo iii d (labing) | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
 | dia: miercoles | horario: 20:00 a 22:00 | docentes: agotegaray juan carlos, bressan horacio jorge | aula: lab auto 4 | edificacion: modulo iii d (labing) | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
costos industriales  a0049 com01,"dia: jueves | horario: 18:00 a 19:59 | docentes: ayala rodrigo emmanuel, mancardo viotti agustin matias | aula: aula 7141 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
 | dia: lunes | horario: 18:00 a 22:00 | docentes: ayala rodrigo emmanuel, mancardo viotti agustin matias | aula: aula 7141 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
costos industriales  a0049 com02,"dia: jueves | horario: 20:00 a 22:00 | docentes: silvera ariel hernan, soto graciela haydee | aula: aula 7271 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
 | dia: lunes | horario: 18:00 a 22:00 | docentes: silvera ariel hernan, soto graciela haydee | aula: aula 7271 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
creacion y desarrollo de empresas  a0293 com01,"dia: lunes | horario: 18:00 a 20:59 | docentes: caicedo lopez victor hugo, kantis hugo | aula: sala lect 1º b | edificacion: biblioteca | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
cuestiones ambientales contemporaneas  a0426 com01,"dia: martes | horario: 18:00 a 22:00 | docentes: pengue walter alberto, ramos laura mabel, zuberman federico | aula: aula 7023 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
derecho administrativo  a0053 com01,"dia: martes | horario: 13:00 a 16:59 | docentes: terzibachian maria fernanda | aula: aula 7275 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
derecho administrativo  a0053 com02,"dia: martes | horario: 18:00 a 22:00 | docentes: terzibachian maria fernanda | aula: aula 7173 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
derecho ii: problematicas constitucionales y derechoshumanos  a0055 com01,"dia: viernes | horario: 18:00 a 22:00 | docentes: romera belis cristian esteban | aula: aula 3015 ""b"" | edificacion: moduloiii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
derecho y economia de los medios  a0057 com01,"dia: lunes | horario: 18:00 a 22:00 | docentes: flax javier, sibio david antonio paolo | aula: aula 7075 / 7077 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
derechos economicos,"dia: lunes | horario: 18:00 a 22:00 | docentes: caceres veronica lucia | aula: aula 04  | edificacion: roca | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
sociales,"dia: lunes | horario: 18:00 a 22:00 | docentes: caceres veronica lucia | aula: aula 04  | edificacion: roca | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
culturales yambientales  a0059 com01,"dia: lunes | horario: 18:00 a 22:00 | docentes: caceres veronica lucia | aula: aula 04  | edificacion: roca | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad/promocion
"
desafios de la profesion docente en la escuelasecundaria y en el nivel superior  a0060 com01,"dia: jueves | horario: 08:00 a 11:59 | docentes: benchimol karina veronica | aula: aula 7277 | edificacion: modulovii | compartido con: nan | tipo de clase: teorico/practico | instancia: regularidad
"
